Age,DailyRate,Department,DistanceFromHome,Education,HourlyRate,JobInvolvement,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,Employee Source,Attrition
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.914285714285714,0.6666666666666667,0.7777777777777777,1.0,0.2624539231174302,0.6980525998795423,0.5,0.0,0.0,0.0,0.2,0.0,0.15,0.2222222222222222,0.0,0.75,1.0
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.914285714285714,0.6666666666666667,0.7777777777777777,1.0,0.2624539231174302,0.6980525998795423,0.5,0.0,0.0,0.0,0.2,0.0,0.15,0.2222222222222222,0.0,0.75,1.0
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.0428571428571428,0.6666666666666667,0.3333333333333333,0.6666666666666667,0.7239073196419168,0.7081308974101586,0.5,0.2142857142857143,0.6666666666666667,1.0,0.525,0.3333333333333333,0.125,0.0,0.0,0.25,1.0
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.1571428571428572,0.6666666666666667,0.3333333333333333,0.0,0.9771985255397578,0.0706685404537241,0.0,0.0,1.0,0.0,0.8250000000000001,0.8333333333333333,0.7250000000000001,0.4444444444444444,0.7333333333333333,0.4166666666666666,1.0
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.1285714285714286,0.6666666666666667,0.7777777777777777,0.3333333333333333,0.3062664560294892,0.7660710700662517,0.0,0.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.225,0.3888888888888888,0.2666666666666666,0.25,1.0
0.5476190476190477,0.7158196134574086,0.6666666666666666,0.0,0.25,0.1285714285714286,0.6666666666666667,0.7777777777777777,0.3333333333333333,0.3062664560294892,0.7660710700662517,0.0,0.0,1.0,0.3333333333333333,0.25,0.3333333333333333,0.225,0.3888888888888888,0.2666666666666666,0.25,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.2714285714285714,0.6666666666666667,0.5555555555555556,0.6666666666666667,0.9760926803580832,0.569604497088938,0.0,0.0714285714285714,1.0,0.0,0.5750000000000001,0.0,0.55,0.8333333333333333,1.0,0.3333333333333333,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.2714285714285714,0.6666666666666667,0.5555555555555556,0.6666666666666667,0.9760926803580832,0.569604497088938,0.0,0.0714285714285714,1.0,0.0,0.5750000000000001,0.0,0.55,0.8333333333333333,1.0,0.3333333333333333,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.2714285714285714,0.6666666666666667,0.5555555555555556,0.6666666666666667,0.9760926803580832,0.569604497088938,0.0,0.0714285714285714,1.0,0.0,0.5750000000000001,0.0,0.55,0.8333333333333333,1.0,0.3333333333333333,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5714285714285714,0.6666666666666667,0.8888888888888888,0.3333333333333333,0.1122169562927856,0.7883557518570568,0.5,0.7857142857142857,1.0,0.0,0.1,0.8333333333333333,0.1,0.1666666666666666,0.0,0.25,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5714285714285714,0.6666666666666667,0.8888888888888888,0.3333333333333333,0.1122169562927856,0.7883557518570568,0.5,0.7857142857142857,1.0,0.0,0.1,0.8333333333333333,0.1,0.1666666666666666,0.0,0.25,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5714285714285714,0.6666666666666667,0.8888888888888888,0.3333333333333333,0.1122169562927856,0.7883557518570568,0.5,0.7857142857142857,1.0,0.0,0.1,0.8333333333333333,0.1,0.1666666666666666,0.0,0.25,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5714285714285714,0.6666666666666667,0.8888888888888888,0.3333333333333333,0.1122169562927856,0.7883557518570568,0.5,0.7857142857142857,1.0,0.0,0.1,0.8333333333333333,0.1,0.1666666666666666,0.0,0.25,1.0
0.5476190476190477,0.7036506800286327,0.3333333333333333,0.0357142857142857,0.75,0.2857142857142857,0.3333333333333333,0.8888888888888888,0.6666666666666667,0.010057925223802,0.3063641838988155,0.0,0.0714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5833333333333333,1.0
0.5476190476190477,0.7036506800286327,0.3333333333333333,0.0357142857142857,0.75,0.2857142857142857,0.3333333333333333,0.8888888888888888,0.6666666666666667,0.010057925223802,0.3063641838988155,0.0,0.0714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5833333333333333,1.0
0.5476190476190477,0.0293486041517537,0.6666666666666666,0.1071428571428571,0.5,0.3714285714285714,0.6666666666666667,0.7777777777777777,0.3333333333333333,0.4394944707740916,0.2996988556514756,0.0,0.4999999999999999,0.6666666666666667,0.0,0.2,0.8333333333333333,0.2,0.3888888888888888,0.4666666666666667,0.1666666666666666,1.0
0.5476190476190477,0.0293486041517537,0.6666666666666666,0.1071428571428571,0.5,0.3714285714285714,0.6666666666666667,0.7777777777777777,0.3333333333333333,0.4394944707740916,0.2996988556514756,0.0,0.4999999999999999,0.6666666666666667,0.0,0.2,0.8333333333333333,0.2,0.3888888888888888,0.4666666666666667,0.1666666666666666,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.1428571428571428,0.25,0.3428571428571428,0.6666666666666667,0.7777777777777777,0.6666666666666667,0.1711953659820958,0.1534230074282272,0.5,0.0714285714285714,1.0,0.3333333333333333,0.125,0.3333333333333333,0.125,0.1111111111111111,0.0,0.8333333333333333,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.1428571428571428,0.25,0.3428571428571428,0.6666666666666667,0.7777777777777777,0.6666666666666667,0.1711953659820958,0.1534230074282272,0.5,0.0714285714285714,1.0,0.3333333333333333,0.125,0.3333333333333333,0.125,0.1111111111111111,0.0,0.8333333333333333,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5142857142857142,0.6666666666666667,0.3333333333333333,0.0,0.8907319641916799,0.0983738205179682,0.0,0.0,1.0,0.3333333333333333,0.775,0.5,0.775,0.3333333333333333,0.9333333333333332,0.6666666666666666,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5142857142857142,0.6666666666666667,0.3333333333333333,0.0,0.8907319641916799,0.0983738205179682,0.0,0.0,1.0,0.3333333333333333,0.775,0.5,0.775,0.3333333333333333,0.9333333333333332,0.6666666666666666,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.6785714285714285,0.25,0.5142857142857142,0.6666666666666667,0.3333333333333333,0.0,0.8907319641916799,0.0983738205179682,0.0,0.0,0.3333333333333333,0.3333333333333333,0.225,0.5,0.1,0.1111111111111111,0.0666666666666666,0.3333333333333333,1.0
0.5476190476190477,0.7036506800286327,0.3333333333333333,0.0357142857142857,0.75,0.3857142857142857,0.0,0.2222222222222222,1.0,0.0931542917324907,0.6276249749046376,0.5,0.1428571428571428,0.6666666666666667,0.3333333333333333,0.25,0.1666666666666666,0.175,0.3888888888888888,0.0666666666666666,0.25,1.0
0.5476190476190477,0.7036506800286327,0.3333333333333333,0.0357142857142857,0.75,0.3857142857142857,0.0,0.2222222222222222,1.0,0.0931542917324907,0.6276249749046376,0.5,0.1428571428571428,0.6666666666666667,0.3333333333333333,0.25,0.1666666666666666,0.175,0.3888888888888888,0.0666666666666666,0.25,1.0
0.5476190476190477,0.0293486041517537,0.6666666666666666,0.1071428571428571,0.5,0.5142857142857142,0.3333333333333333,0.6666666666666666,0.0,0.0942601369141653,0.0499899618550492,0.5,0.0,0.3333333333333333,0.0,0.15,0.1666666666666666,0.075,0.1111111111111111,0.0,0.5,1.0
0.5476190476190477,0.0293486041517537,0.6666666666666666,0.1071428571428571,0.5,0.5142857142857142,0.3333333333333333,0.6666666666666666,0.0,0.0942601369141653,0.0499899618550492,0.5,0.0,0.3333333333333333,0.0,0.15,0.1666666666666666,0.075,0.1111111111111111,0.0,0.5,1.0
0.5476190476190477,0.0293486041517537,0.6666666666666666,0.1071428571428571,0.5,0.5142857142857142,0.3333333333333333,0.6666666666666666,0.0,0.0942601369141653,0.0499899618550492,0.5,0.0,0.3333333333333333,0.0,0.15,0.1666666666666666,0.075,0.1111111111111111,0.0,0.5,1.0
0.5476190476190477,0.7036506800286327,0.3333333333333333,0.0,0.0,0.4999999999999999,0.3333333333333333,0.4444444444444444,1.0,0.6178515007898894,0.1993977113029512,0.0,0.0714285714285714,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.5833333333333333,1.0
0.5476190476190477,0.8976377952755905,0.6666666666666666,0.75,0.5,0.7428571428571429,0.6666666666666667,0.4444444444444444,0.0,0.5197998946814113,0.1200160610319213,0.0,0.0,1.0,0.3333333333333333,0.775,0.5,0.775,0.3333333333333333,0.9333333333333332,0.6666666666666666,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.1428571428571428,0.25,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.0,0.0578199052132701,0.7307367998393897,0.0,0.4285714285714285,0.0,0.3333333333333333,0.125,0.3333333333333333,0.025,0.0,0.0,0.25,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.1428571428571428,0.25,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.0,0.0578199052132701,0.7307367998393897,0.0,0.4285714285714285,0.0,0.3333333333333333,0.125,0.3333333333333333,0.025,0.0,0.0,0.25,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.1428571428571428,0.25,0.9285714285714286,0.3333333333333333,0.6666666666666666,0.0,0.0578199052132701,0.7307367998393897,0.0,0.4285714285714285,0.0,0.3333333333333333,0.125,0.3333333333333333,0.025,0.0,0.0,0.25,1.0
0.5476190476190477,0.5755189692197565,0.3333333333333333,0.0714285714285714,0.25,0.8142857142857143,0.0,0.4444444444444444,0.0,0.2036861506055819,0.7374422806665328,0.5,0.0714285714285714,1.0,0.3333333333333333,0.125,0.3333333333333333,0.125,0.1111111111111111,0.0,0.8333333333333333,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.9285714285714286,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.0770405476566614,0.96358161011845,0.5,0.8571428571428571,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.1666666666666666,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.9285714285714286,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.0770405476566614,0.96358161011845,0.5,0.8571428571428571,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.1666666666666666,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.9285714285714286,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.0770405476566614,0.96358161011845,0.5,0.8571428571428571,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.1666666666666666,1.0
0.5476190476190477,0.9005010737294201,0.3333333333333333,0.3928571428571428,0.5,0.9285714285714286,0.6666666666666667,0.6666666666666666,0.3333333333333333,0.0770405476566614,0.96358161011845,0.5,0.8571428571428571,0.0,0.0,0.025,0.3333333333333333,0.025,0.0,0.0,0.1666666666666666,1.0
0.5476190476190477,0.2326413743736578,0.0,0.3214285714285714,0.75,0.1,1.0,0.2222222222222222,0.0,0.0874670879410215,0.316000803051596,0.5,0.6428571428571427,0.0,1.0,0.3,0.5,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.2326413743736578,0.0,0.3214285714285714,0.75,0.1,1.0,0.2222222222222222,0.0,0.0874670879410215,0.316000803051596,0.5,0.6428571428571427,0.0,1.0,0.3,0.5,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.2326413743736578,0.0,0.3214285714285714,0.75,0.1,1.0,0.2222222222222222,0.0,0.0874670879410215,0.316000803051596,0.5,0.6428571428571427,0.0,1.0,0.3,0.5,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.2326413743736578,0.0,0.3214285714285714,0.75,0.1,1.0,0.2222222222222222,0.0,0.0874670879410215,0.316000803051596,0.5,0.6428571428571427,0.0,1.0,0.3,0.5,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.1660701503221188,0.6666666666666666,0.0357142857142857,0.75,0.7285714285714284,1.0,0.2222222222222222,0.0,0.0874670879410215,0.316000803051596,0.5,0.6428571428571427,1.0,0.3333333333333333,0.325,0.5,0.175,0.3888888888888888,0.2666666666666666,0.5833333333333333,0.0
0.5476190476190477,0.1517537580529706,0.0,0.0,0.5,0.1,0.6666666666666667,0.2222222222222222,0.6666666666666667,0.088678251711427,0.4513551495683597,0.0,0.7857142857142857,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.1517537580529706,0.0,0.0,0.5,0.1,0.6666666666666667,0.2222222222222222,0.6666666666666667,0.088678251711427,0.4513551495683597,0.0,0.7857142857142857,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.8333333333333333,0.0
0.5476190476190477,0.1517537580529706,0.0,0.0,0.5,0.1,0.6666666666666667,0.2222222222222222,0.6666666666666667,0.088678251711427,0.4513551495683597,0.0,0.7857142857142857,0.3333333333333333,0.3333333333333333,0.025,0.3333333333333333,0.025,0.0,0.0,0.8333333333333333,0.0
